# Evolutionary track for a 1.0124 Msun sequence with He atmosphere.
# log Teff [K], log L/Lsun, log g [cm/s^2], log radius [Rsun], mass [Msun], cooling age [Gyr], total age [Gyr]
5.492321625735395,3.799921665552448,7.566106981511371,-1.5614235822419396,1.0124427239507132,0.0,0.028530462082036752
5.485008934503302,3.7243250098572216,7.612452872278225,-1.5845965276253666,1.0124427239507132,2.4090949771553276e-07,0.028530702991534467
5.4817535240307915,3.679052394033697,7.644703846211708,-1.6007220145921082,1.0124427239507132,5.192965568229556e-07,0.028530981378593574
5.481019909078806,3.6482647324318185,7.672557048005647,-1.6146486154890776,1.0124427239507132,8.533610277511179e-07,0.028531315443064503
5.481782283793599,3.6239048385819905,7.699966440714645,-1.6283533118435767,1.0124427239507132,1.2542383928596973e-06,0.028531716320429612
5.48346530198544,3.601537331132999,7.7290660209310005,-1.6429031019517544,1.0124427239507132,1.7352912309989334e-06,0.028532197373267752
5.48571733308031,3.57842421542408,7.7611872610193995,-1.658963721995954,1.0124427239507132,2.312554636761546e-06,0.028532774636673513
5.488244559066712,3.5524637004408484,7.797256679948239,-1.6769984314603734,1.0124427239507132,3.0052707236781715e-06,0.028533467352760432
5.490688722963012,3.522071651349209,7.837425384625077,-1.6970827837987925,1.0124427239507132,3.826535142756999e-06,0.02853428861717951
5.4924380303047675,3.4898949697414845,7.8765992955998225,-1.7166697392861656,1.0124427239507132,4.679759081192314e-06,0.028535141841117946
5.493332382474354,3.457795351188848,7.912276322830806,-1.734508252901657,1.0124427239507132,5.507744122378528e-06,0.028535969826159132
5.49346806865269,3.421646370703457,7.948968048029542,-1.752854115501025,1.0124427239507132,6.419746363412589e-06,0.028536881828400164
5.492611575386082,3.3783230682725884,7.988865377393978,-1.7728027801832433,1.0124427239507132,7.496334580156952e-06,0.02853795841661691
5.490688204608262,3.3332158373670984,8.026279125188193,-1.7915096540803503,1.0124427239507132,8.60377855090797e-06,0.02853906586058766
5.487982265672214,3.289672865505359,8.058998341305735,-1.8078692621391212,1.0124427239507132,9.666925126492977e-06,0.028540129007163247
5.484158149174482,3.2408479810199182,8.09252675980025,-1.8246334713863792,1.0124427239507132,1.0872247377227993e-05,0.02854133432941398
5.478820617511305,3.183737733004433,8.128286881163026,-1.8425135320677675,1.0124427239507132,1.2318634078107775e-05,0.02854278071611486
5.47245678699887,3.1249912976177425,8.161577994499975,-1.8591590887362417,1.0124427239507132,1.3849136595830322e-05,0.028544311218632584
5.465827088307592,3.070404234820654,8.189646262531953,-1.8731932227522308,1.0124427239507132,1.531413521564007e-05,0.02854577621725239
5.457735381582183,3.009047908657657,8.218635761793315,-1.8876879723829116,1.0124427239507132,1.7042829613696785e-05,0.028547504911650447
5.447883720167204,2.939680181254554,8.248596843536502,-1.9026685132545054,1.0124427239507132,1.911726289136708e-05,0.02854957934492812
5.437012636101703,2.8681378350147098,8.276654853514342,-1.9166975182434256,1.0124427239507132,2.1394165820799768e-05,0.02855185624785755
5.426741297343633,2.804234421407411,8.299472912089362,-1.9281065475309356,1.0124427239507132,2.3542705736208706e-05,0.028554004787772962
5.416739546541448,2.7445579911756273,8.319142339112407,-1.9379412610424573,1.0124427239507132,2.566335543159768e-05,0.02855612543746835
5.406964210656065,2.6881762702731944,8.336422716473308,-1.946581449722908,1.0124427239507132,2.777665854914114e-05,0.028558238740585894
5.395635909027461,2.6247003860790836,8.354585394152997,-1.955662788562753,1.0124427239507132,3.0312622290186585e-05,0.028560774704326938
5.382680012234415,2.5542071531758315,8.373255039884068,-1.964997611428288,1.0124427239507132,3.332707816725224e-05,0.028563789160204005
5.371637315272667,2.4957805250827274,8.38751088013018,-1.9721255315513437,1.0124427239507132,3.595005381970852e-05,0.02856641213585646
5.361458686364568,2.44300953830772,8.399567351272792,-1.9781537671226503,1.0124427239507132,3.843329214910045e-05,0.028568895374185853
5.351730910457822,2.3933976747849233,8.410268111168604,-1.9835041470705563,1.0124427239507132,4.0878251269243656e-05,0.028571340333305995
5.340539720172316,2.3371347534716764,8.421766271339825,-1.989253227156167,1.0124427239507132,4.3812202213417736e-05,0.02857427428425017
5.3277584594700444,2.2738207673268267,8.43395521467559,-1.9953476988240493,1.0124427239507132,4.7332943346422164e-05,0.028577795025383174
5.316990746054638,2.221242792247251,8.44346233609354,-2.0001012595330243,1.0124427239507132,5.0408933088719845e-05,0.02858087101512547
5.307104933337346,2.173486025387025,8.451675852084595,-2.0042080175285517,1.0124427239507132,5.334643349077552e-05,0.02858380851552753
5.295848230712232,2.1195992421432384,8.460535824827927,-2.008638003900218,1.0124427239507132,5.68714339732416e-05,0.028587333516009995
5.283133779815224,2.0593103311647627,8.469966932218373,-2.0133535575954404,1.0124427239507132,6.110143455220387e-05,0.028591563516588956
5.272523747033486,2.0094823379622464,8.477354794293937,-2.017047488633223,1.0124427239507132,6.479653551391885e-05,0.028595258617550672
5.26278904753733,1.9641025862802193,8.483795747991337,-2.020267965481923,1.0124427239507132,6.834308400547877e-05,0.02859880516604223
5.251729038782205,1.9128801732477083,8.49077812600335,-2.023759154487929,1.0124427239507132,7.259894219534472e-05,0.028603061024232098
5.239224592369047,1.8553811047523214,8.498259408846106,-2.0274997959093075,1.0124427239507132,7.770597202318907e-05,0.02860816805405994
5.228682692841803,1.8072652171650483,8.504207698324398,-2.030473940648453,1.0124427239507132,8.220558177909627e-05,0.028612667663815847
5.218943377361262,1.76307396929339,8.509441684273895,-2.0330909336232015,1.0124427239507132,8.654000347343833e-05,0.02861700208551019
5.20781990961908,1.7128716305622043,8.515150152036357,-2.035945167504433,1.0124427239507132,9.174130950664357e-05,0.028622203391543397
5.195176397795717,1.6561408014881414,8.52130693381697,-2.0390235583947387,1.0124427239507132,9.798287674649432e-05,0.028628444958783247
5.184537315882411,1.6086838737446858,8.526207533907195,-2.041473858439852,1.0124427239507132,0.00010345907296090574,0.028633921154997657
5.174741142963674,1.5651866709047706,8.530520045072162,-2.0436301140223354,1.0124427239507132,0.00010871312126505747,0.02863917520330181
5.163564137182195,1.5157591671784159,8.535239525672605,-2.045989854322557,1.0124427239507132,0.00011501797923004255,0.028645480061266795
5.150909036612634,1.460035291561173,8.540342999011603,-2.0485415909920555,1.0124427239507132,0.00012258380878802017,0.028653045890824774
5.1403354600142634,1.4136784620051843,8.544405522174106,-2.0505728525733073,1.0124427239507132,0.00012921240119311957,0.028659674483229872
5.130639649819129,1.37131034328703,8.547990400111727,-2.0523652915421176,1.0124427239507132,0.00013558274136609585,0.028666044823402848
5.119647042893829,1.3234136970130466,8.551916618684508,-2.0543284008285085,1.0124427239507132,0.00014322714957366883,0.02867368923161042
5.107286434478725,1.2697211782582187,8.556166703778919,-2.056453443375714,1.0124427239507132,0.0001524004394227527,0.028682862521459504
5.096922475488616,1.224844320662344,8.559587725414357,-2.0581639541934327,1.0124427239507132,0.00016051846782562138,0.028690980549862372
5.087389116465711,1.1836669456528714,8.562631664332212,-2.05968592365236,1.0124427239507132,0.0001683858635578379,0.028698847945594592
5.076627202695336,1.1372852520394061,8.565965702864176,-2.061352942918342,1.0124427239507132,0.00017782673843649776,0.02870828882047325
5.06456738577627,1.0854335241532005,8.56957816307412,-2.0631591730233136,1.0124427239507132,0.00018915578829088435,0.028719617870327636
5.054369782740269,1.0416994757826576,8.572521799300658,-2.064630991136583,1.0124427239507132,0.00019929711553381383,0.028729759197570565
5.044939834794481,1.001339606094167,8.575161877205996,-2.065951030089252,1.0124427239507132,0.0002091977257375121,0.028739659807774265
5.034304021860557,0.9559028772177156,8.57805535434675,-2.067397768659629,1.0124427239507132,0.00022107845798194782,0.0287515405400187
5.022382200215291,0.9050778803977856,8.581193064585616,-2.068966623779062,1.0124427239507132,0.00023533533667526767,0.02876579741871202
5.012237861680684,0.8619270157018112,8.583766575143164,-2.0702533790578364,1.0124427239507132,0.00024817206333996355,0.028778634145376715
5.002821745043957,0.8219470881897384,8.586082036108328,-2.0714111095404184,1.0124427239507132,0.00026073835303234684,0.028791200435069098
4.9921835161916475,0.7768535588674149,8.588622650021414,-2.0726814164969607,1.0124427239507132,0.0002758179006632045,0.028806279982699957
4.980239235799431,0.7263187385502878,8.591380348769675,-2.0740602658710925,1.0124427239507132,0.0002939133578202389,0.02882437543985699
4.970075766098235,0.6834038743129947,8.593641334202186,-2.075190758587347,1.0124427239507132,0.0003101977097081356,0.02884065979174489
4.9606509017450495,0.6436716068997436,8.595674144202693,-2.076207163587601,1.0124427239507132,0.0003261260906315595,0.028856588172668313
4.950012178977975,0.5988874681513442,8.597903391882795,-2.0773217874276515,1.0124427239507132,0.00034524014773967116,0.028875702229776423
