# Evolutionary track for a 1.1313 Msun sequence with He atmosphere.
# log Teff [K], log L/Lsun, log g [cm/s^2], log radius [Rsun], mass [Msun], cooling age [Gyr], total age [Gyr]
5.495858325473467,4.273710620882934,7.154669421780692,-1.3316025040528392,1.1312928967762617,0.0,0.02162405933229273
5.504767934548948,4.263121583720578,7.200896895244975,-1.3547162407849809,1.1312928967762617,1.1851691371947527e-07,0.021624177849206446
5.514159057330157,4.255906045065936,7.245676925024452,-1.3771062556747196,1.1312928967762617,2.5953433736786244e-07,0.021624318866630098
5.524237273935656,4.253598621798695,7.2882972147136895,-1.3984164005193378,1.1312928967762617,4.1657393753528593e-07,0.021624475906230265
5.534707666945162,4.253678011664701,7.3300993968857115,-1.4193174916053488,1.1312928967762617,5.801085128746927e-07,0.0216246394408056
5.5450047888020295,4.2539405848978715,7.371025311080005,-1.4397804487024959,1.1312928967762617,7.3983350347355e-07,0.021624799165796203
5.555243244327042,4.253183594946926,7.412736123131005,-1.4606358547279958,1.1312928967762617,8.975083394274115e-07,0.021624956840632155
5.56540719272615,4.2507710006783475,7.455804510996014,-1.4821700486605003,1.1312928967762617,1.0536171621866523e-06,0.021625112949454916
5.575431433553848,4.246200385849426,7.5004720891357275,-1.5045038377303568,1.1312928967762617,1.2085655155554413e-06,0.021625267897808283
5.5852482196451945,4.239215644492009,7.546723974858531,-1.527629780591759,1.1312928967762617,1.3630797882303596e-06,0.021625422412080958
5.5950459788110445,4.229260946281512,7.595869709732427,-1.5522026480287068,1.1312928967762617,1.522445336163044e-06,0.02162558177762889
5.604743066929731,4.2158044751398585,7.648114533348825,-1.578325059836906,1.1312928967762617,1.6887523111216724e-06,0.02162574808460385
5.613880538300605,4.198965516990363,7.701503376981817,-1.6050194816534018,1.1312928967762617,1.8578657673411072e-06,0.02162591719806007
5.622202463926772,4.1788997507275285,7.7548568457493205,-1.6316962160371538,1.1312928967762617,2.028548958722502e-06,0.02162608788125145
5.629584281187607,4.155726654869767,7.8075572106504225,-1.6580463984877043,1.1312928967762617,2.201222564317286e-06,0.021626260554857047
5.635960047105235,4.1294806047995305,7.859306324391171,-1.6839209553580787,1.1312928967762617,2.377189436882734e-06,0.02162643652172961
5.641308289007187,4.100249055537011,7.909930841261495,-1.709233213793241,1.1312928967762617,2.5582515318877996e-06,0.021626617583824614
5.645581465160019,4.067789809463139,7.959482791946699,-1.734009189135843,1.1312928967762617,2.7465747219249606e-06,0.021626805907014653
5.648764169599672,4.032104996186819,8.007898422981631,-1.758217004653309,1.1312928967762617,2.944540822226554e-06,0.021627003873114954
5.650833728033075,3.993119017897054,8.05516263500501,-1.7818491106649983,1.1312928967762617,3.15483843152225e-06,0.02162721417072425
5.651763688222028,3.9506963272941644,8.101305166363707,-1.8049203763443473,1.1312928967762617,3.380694539945573e-06,0.021627440026832673
5.651520170538569,3.9046772295382506,8.146350193385786,-1.8274428898553865,1.1312928967762617,3.625871156260371e-06,0.021627685203448987
5.650063065404295,3.854894561179285,8.190304441207655,-1.8494200137663204,1.1312928967762617,3.894768782377243e-06,0.021627954101075104
5.647346376400351,3.8011724759567658,8.233159770414396,-1.8708476783696917,1.1312928967762617,4.192631630159915e-06,0.021628251963922887
5.64332009767745,3.7433321807407913,8.27489495073877,-1.891715268531878,1.1312928967762617,4.525789667140693e-06,0.021628585121959868
5.637931587918598,3.6811993767128324,8.315473715731322,-1.912004651028154,1.1312928967762617,4.901933428511024e-06,0.02162896126572124
5.631126745393004,3.614603047488619,8.354850674853159,-1.9316931305890728,1.1312928967762617,5.33052215192467e-06,0.021629389854444653
5.62284840168201,3.5433697425909134,8.392970604906887,-1.950753095615937,1.1312928967762617,5.823324671179056e-06,0.021629882656963906
5.613041416314626,3.467347075769891,8.429765330258373,-1.9691504582916806,1.1312928967762617,6.394899968281388e-06,0.02163045423226101
5.601653144584508,3.386427727073965,8.465131592033826,-1.9868335891794067,1.1312928967762617,7.06295177538693e-06,0.021631122284068115
5.59012985276864,3.3103130803555603,8.495153071488762,-2.0018443289068744,1.1312928967762617,7.749488461345434e-06,0.021631808820754075
5.579671701717482,3.244943768519184,8.518689779120505,-2.013612682722746,1.1312928967762617,8.386568570047616e-06,0.021632445900862777
5.5698457549942875,3.1859165309340156,8.538413229812896,-2.0234744080689415,1.1312928967762617,9.006087569847703e-06,0.021633065419862575
5.558685558219115,3.120965729400182,8.558723244246037,-2.0336294152855117,1.1312928967762617,9.749510369610041e-06,0.021633808842662337
5.546462662178908,3.052016455497447,8.578780933987948,-2.0436582601564672,1.1312928967762617,1.0613404902327805e-05,0.021634672737195056
5.53601400457871,2.9947670832135853,8.594235675871012,-2.0513856310979994,1.1312928967762617,1.1383329554174095e-05,0.0216354426618469
