# Evolutionary track for a 1.0358 Msun sequence with H atmosphere.
# log Teff [K], log L/Lsun, log g [cm/s^2], log radius [Rsun], mass [Msun], cooling age [Gyr], total age [Gyr]
5.474357940834167,2.9574045727402942,8.346657232253516,-1.9467547588455614,1.0357581544405299,0.0,0.026238920941191343
5.471731538125263,2.9429149111408037,8.350641283017389,-1.9487467842274977,1.0357581544405299,3.1062996615841984e-07,0.0262392315711575
5.468620613458635,2.925926310758947,8.355186184732732,-1.9510192350851696,1.0357581544405299,6.833859255462885e-07,0.02623960432711689
5.464942954155895,2.9060923532739693,8.360309505006756,-1.9535808952221807,1.0357581544405299,1.1306930768080056e-06,0.02624005163426815
5.460614022877471,2.8830338676310947,8.36605226553593,-1.956452275486769,1.0357581544405299,1.6674616583250463e-06,0.026240588402849666
5.455537902819767,2.8563427715255942,8.372438881410613,-1.9596455834241098,1.0357581544405299,2.31158395614475e-06,0.026241232525147488
5.449611271839879,2.825585766523137,8.379489362493517,-1.963170823965562,1.0357581544405299,3.08453071353212e-06,0.026242005471904875
5.44271877841346,2.7903069063010237,8.387198249009959,-1.9670252672237827,1.0357581544405299,4.012066822398454e-06,0.02624293300801374
5.434737895877682,2.750027136628036,8.395554488539835,-1.971203386988721,1.0357581544405299,5.125110153030604e-06,0.026244046051344373
5.425977341600088,2.7042394545772637,8.40629995348023,-1.9765761194589186,1.0357581544405299,6.46076214979589e-06,0.026245381703341137
5.41545637420852,2.652452313673587,8.416003224817635,-1.9814277551276205,1.0357581544405299,8.063544545907527e-06,0.02624698448573725
5.40383704005365,2.5956087481352887,8.426369453736454,-1.98661086958703,1.0357581544405299,9.934134792622178e-06,0.026248855075983964
5.393667742095503,2.546041357434773,8.43525965260438,-1.991055969020993,1.0357581544405299,1.1645708346609026e-05,0.02625056664953795
5.384062231792633,2.4996112706835385,8.443267698144135,-1.995059991790871,1.0357581544405299,1.3324220302440225e-05,0.02625224516149378
5.373051313032419,2.4468386075530257,8.451996686233791,-1.9994244858356989,1.0357581544405299,1.5338434649445116e-05,0.026254259375840788
5.360497809841578,2.3872152377339546,8.461406043289502,-2.004129164363554,1.0357581544405299,1.7755491865843535e-05,0.026256676433057187
5.349874315705069,2.3370958981812615,8.469031406296157,-2.0079418458668816,1.0357581544405299,1.9885353462275118e-05,0.026258806294653617
5.340075867412405,2.2911356106014704,8.47579790070529,-2.011325093071448,1.0357581544405299,2.193100277126208e-05,0.026260851943962604
5.328915354751835,2.2390343994794013,8.483257061185082,-2.015054673311344,1.0357581544405299,2.438578194204718e-05,0.02626330672313339
5.316266083391146,2.1804385258409447,8.49125584938078,-2.0190540674091926,1.0357581544405299,2.733151694699377e-05,0.026266252458138337
5.3056787872962365,2.1317116413040487,8.497633549538037,-2.022242917487822,1.0357581544405299,2.9913591139312833e-05,0.026268834532330653
5.295991231350464,2.0872694376302734,8.503325529428723,-2.0250889074331653,1.0357581544405299,3.2394247894920406e-05,0.02627131518908626
5.284974014583466,2.0370675849615436,8.50945851502946,-2.028155400233533,1.0357581544405299,3.537103600164503e-05,0.026274291977192988
5.272587515676498,1.9808337448281397,8.51614635953499,-2.0314993224862983,1.0357581544405299,3.8943181729719045e-05,0.02627786412292106
5.262165770793972,1.9337583967784757,8.521534728054554,-2.03419350674608,1.0357581544405299,4.210098314973339e-05,0.026281021924341074
5.252552217471628,1.8904809601580121,8.52635795138564,-2.0366051184116225,1.0357581544405299,4.515626959817111e-05,0.026284077210789514
5.241619207206723,1.8414808130801938,8.531626057403837,-2.0392391714207223,1.0357581544405299,4.882261333629489e-05,0.026287743554527638
