# Evolutionary track for a 1.1254 Msun sequence with He atmosphere.
# log Teff [K], log L/Lsun, log g [cm/s^2], log radius [Rsun], mass [Msun], cooling age [Gyr], total age [Gyr]
5.479289086073039,4.232282407679645,7.127558030737442,-1.31917813185363,1.1254142596546353,0.0,0.022032982398599816
5.490470709008976,4.237551920186762,7.167015009974073,-1.3389066214719456,1.1254142596546353,1.98468002486974e-07,0.022033180866602303
5.502313510272486,4.243613025043879,7.208325110170992,-1.3595616715704049,1.1254142596546353,4.0678128222748635e-07,0.022033389179882044
5.513519106977198,4.248856451831285,7.247904070202439,-1.379351151586128,1.1254142596546353,5.98636399909854e-07,0.022033581034999725
5.524490150598205,4.252513060005254,7.288131636512495,-1.3994649347411565,1.1254142596546353,7.811054541096091e-07,0.022033763504053925
5.535307750480862,4.254171622610774,7.3297434734376035,-1.4202708532037107,1.1254142596546353,9.565805124416948e-07,0.022033938979112256
5.5459639503721885,4.253676844323464,7.372863051290218,-1.441830642130018,1.1254142596546353,1.1263519529365003e-06,0.022034108750552752
5.556418768333274,4.250823518953398,7.4175356485046295,-1.4641669407372235,1.1254142596546353,1.2915554719567298e-06,0.022034273954071773
5.566630295048269,4.245574190737866,7.463631083580138,-1.487214658274978,1.1254142596546353,1.4534570394419134e-06,0.022034435855639255
5.576560292861808,4.23785291017538,7.5110723553967835,-1.510935294183301,1.1254142596546353,1.6135386193394661e-06,0.022034595937219154
5.586433542164977,4.227189774151375,7.561228488633462,-1.5360133608016402,1.1254142596546353,1.7779193231947721e-06,0.022034760317923008
5.596198704203187,4.213116913920375,7.6143619970172995,-1.5625801149935588,1.1254142596546353,1.949199866157025e-06,0.022034931598465972
5.605402311004311,4.195821602595369,7.668471735546804,-1.5896349842583108,1.1254142596546353,2.1232855721227823e-06,0.022035105684171937
5.613803970266458,4.175475368736472,7.722424606454288,-1.616611419712053,1.1254142596546353,2.299056449364871e-06,0.02203528145504918
5.62129548572722,4.152183261391005,7.775682775642805,-1.6432405043063114,1.1254142596546353,2.4770879837274553e-06,0.02203545948658354
5.627815725152351,4.125950851184751,7.827996143549579,-1.6693971882596987,1.1254142596546353,2.6587916470244527e-06,0.02203564119024684
5.633340247968958,4.096842419796848,7.879202666203914,-1.6950004495868656,1.1254142596546353,2.8459849016852676e-06,0.0220358283835015
5.637819635813523,4.0646081700254015,7.929354467353621,-1.7200763501617193,1.1254142596546353,3.0408164378106592e-06,0.022036023215037625
5.64123447925631,4.029224280775157,7.978397730375013,-1.7445979816724155,1.1254142596546353,3.2457115134857597e-06,0.022036228110113302
5.643559127255615,3.9905976144743396,8.026322988673048,-1.768560610821433,1.1254142596546353,3.4634099317975343e-06,0.02203644580853161
5.644762949062258,3.9485822730356266,8.073153617338333,-1.7919759251540757,1.1254142596546353,3.697164281129837e-06,0.022036679562880943
5.644808627565107,3.903012789057087,8.118905815328269,-1.8148520241490438,1.1254142596546353,3.950762755703181e-06,0.022036933161355517
5.643652860655986,3.8537066750868307,8.163588861662044,-1.8371935473159307,1.1254142596546353,4.2286990831643346e-06,0.022037211097682977
5.64124589541162,3.8004700906217557,8.207197585149652,-1.8589979090597355,1.1254142596546353,4.5363490046858785e-06,0.0220375187476045
5.637533740817858,3.7431187993442774,8.249700258052084,-1.880249245510951,1.1254142596546353,4.8801103172451255e-06,0.02203786250891706
5.632461245631809,3.6814776486406684,8.291051428011496,-1.9009248304906572,1.1254142596546353,5.2677484439276155e-06,0.02203825014704374
5.6259705317899265,3.615364091002985,8.33120213028165,-1.9210001816257343,1.1254142596546353,5.708879933502525e-06,0.022038691278533317
5.6180027197842985,3.544601854587818,8.370093118674305,-1.9404456758220612,1.1254142596546353,6.2154396566189826e-06,0.022039197838256433
5.608499200650693,3.4690346823321487,8.40764621439555,-1.9592222236826844,1.1254142596546353,6.802188931658864e-06,0.022039784587531475
5.597406310472353,3.3885474742975425,8.4437618617168,-1.977280047343309,1.1254142596546353,7.4871675362288955e-06,0.022040469566136044
5.586063158225406,3.312300621821176,8.474636105205375,-1.9927171690875969,1.1254142596546353,8.195448633141816e-06,0.022041177847232956
5.575645755238127,3.246224581932704,8.499042533144731,-2.004920383057275,1.1254142596546353,8.85862697724998e-06,0.022041841025577064
5.5658093120000025,3.1864013527827773,8.519519989342161,-2.0151591111559894,1.1254142596546353,9.505250630930067e-06,0.022042487649230745
5.5546203402895795,3.1205915206441275,8.54057393463912,-2.0256860838044686,1.1254142596546353,1.0281199015352875e-05,0.022043263597615166
5.542395668644392,3.0510140345834045,8.561252734119092,-2.0360254835444547,1.1254142596546353,1.1179147015433758e-05,0.022044161545615247
5.531930090808721,2.9932273431210956,8.577177114238715,-2.043987673604267,1.1254142596546353,1.1979709025952965e-05,0.022044962107625767
5.522237221027273,2.940904998999236,8.590727979234785,-2.0507631061023015,1.1254142596546353,1.2754369997397065e-05,0.02204573676859721
5.511270754954951,2.8827837257968545,8.604983388147879,-2.0578908105588485,1.1254142596546353,1.3683963163133711e-05,0.02204666636176295
5.498931525664136,2.818562368051705,8.619847828729768,-2.065323030849793,1.1254142596546353,1.479947496201843e-05,0.022047781873561833
5.48845571826621,2.7651448370575693,8.631362130132198,-2.0710801815510083,1.1254142596546353,1.5787677388776093e-05,0.02204877007598859
5.478752176424405,2.7164139886404057,8.641278811182145,-2.0760385220759816,1.1254142596546353,1.67429717778638e-05,0.02204972537037768
5.467714136287083,2.6616821627459077,8.651858476527353,-2.0813283547485857,1.1254142596546353,1.7889325044769794e-05,0.022050871723644585
5.455197999738842,2.6004631588442346,8.663012934236063,-2.08690558360294,1.1254142596546353,1.9264948965054006e-05,0.02205224734756487
5.444588055059503,2.5492716830740374,8.671764631288905,-2.091281432129361,1.1254142596546353,2.0477278264734894e-05,0.022053459676864548
5.434771262134693,2.5024036863669448,8.67936545629676,-2.0950818446332886,1.1254142596546353,2.1642875117581337e-05,0.022054625273717397
5.42355182626603,2.449331104754233,8.687560294434814,-2.099179263702316,1.1254142596546353,2.3041591340996323e-05,0.02205602398994081
5.4108107784462325,2.389641858418524,8.696285349491333,-2.103541791230576,1.1254142596546353,2.472005080909282e-05,0.022057702449408908
5.400134672116849,2.340094079802258,8.703128702790066,-2.106963467879942,1.1254142596546353,2.6186712490074338e-05,0.022059169111089887
5.3903348804824,2.294937447226354,8.709086168828176,-2.109942200898997,1.1254142596546353,2.759138624096662e-05,0.022060573784840783
5.379191645623339,2.2439072550361985,8.715543421582087,-2.1131708272759524,1.1254142596546353,2.927699474203959e-05,0.022062259393341853
5.366631257490436,2.186758787626307,8.722450336460366,-2.116624284715092,1.1254142596546353,3.12997249433212e-05,0.022064282123543135
5.356137987858275,2.1393225409509338,8.727913504607095,-2.1193558687884564,1.1254142596546353,3.307655669901893e-05,0.022066058955298833
5.346509396838189,2.096011144983583,8.732710536494102,-2.1217543847319593,1.1254142596546353,3.478950677586347e-05,0.022067771905375677
5.335619566225546,2.047240170546851,8.73792218848026,-2.124360210725039,1.1254142596546353,3.6845046868074685e-05,0.02206982744546789
5.323379169619233,1.992682174878781,8.743518597723083,-2.1271584153464502,1.1254142596546353,3.931169497872889e-05,0.022072294093578543
5.313034232506755,1.946802204745694,8.748018819406257,-2.1294085261880378,1.1254142596546353,4.150506992010027e-05,0.022074487468519914
5.303456037249932,1.904495625515276,8.752012617609378,-2.131405425289598,1.1254142596546353,4.363435292764753e-05,0.022076616751527462
5.292568614331692,1.8565848531351492,8.75637369831655,-2.1335859656431837,1.1254142596546353,4.6189492536701265e-05,0.022079171891136517
5.280236151231924,1.802541935173903,8.761086763878724,-2.135942498424271,1.1254142596546353,4.925566006756574e-05,0.02208223805866738
5.269761830351258,1.7568392012665168,8.764892214263444,-2.137845223616631,1.1254142596546353,5.197718544225022e-05,0.022084959584042066
5.260049991039587,1.7146117872339965,8.768272271049282,-2.13953525200955,1.1254142596546353,5.460725628826395e-05,0.02208758965488808
5.248955614154652,1.6665258379805268,8.771980712763009,-2.141389472866414,1.1254142596546353,5.7763341303475203e-05,0.02209074573990329
5.236366015018625,1.6121463414434374,8.77600181275599,-2.1434000228629038,1.1254142596546353,6.155064332173392e-05,0.02209453304192155
5.225796621825487,1.5666481276824804,8.779222453744396,-2.145010343357107,1.1254142596546353,6.487925551263243e-05,0.022097861654112448
5.2160803291387925,1.524934386583143,8.782071024096956,-2.146434628533387,1.1254142596546353,6.808012896427512e-05,0.02210106252756409
5.205043811517649,1.4776631191746037,8.785196221020925,-2.147997226995371,1.1254142596546353,7.192117710625008e-05,0.022104903575706065
5.19261922886,1.4245789742514894,8.788582035313441,-2.149690134141629,1.1254142596546353,7.653043487661704e-05,0.02210951283347643
5.182225390209525,1.3802815292383799,8.791304125724649,-2.151051179347233,1.1254142596546353,8.060014539755136e-05,0.022113582543997368
5.17268238023148,1.339689187267714,8.793724427783138,-2.152261330376478,1.1254142596546353,8.45385411526002e-05,0.022117520939752416
5.161921869538226,1.293994212115483,8.796377360162351,-2.1535877965660846,1.1254142596546353,8.92646160586588e-05,0.022122247014658473
5.149887225444772,1.2429830064989487,8.799249989405068,-2.1550241111874433,1.1254142596546353,9.493590594593063e-05,0.022127918304545746
5.1397308179196255,1.2000139547972724,8.801593411006161,-2.156195821987989,1.1254142596546353,0.00010001544237884135,0.022132997840978656
5.130348057055903,1.1603799810432107,8.80369634130533,-2.157247287137574,1.1254142596546353,0.00010498133473501354,0.022137963733334827
5.119798749344944,1.1158777199943706,8.806001371510334,-2.158399802240076,1.1254142596546353,0.00011094040556242317,0.022143922804162237
5.108021654995327,1.0662709989357364,8.808499715170504,-2.159648974070161,1.1254142596546353,0.00011809129055531323,0.02215107368915513
5.097994604195538,1.0241038123588413,8.81055869854824,-2.1606784657590286,1.1254142596546353,0.0001245627441813983,0.022157545142781215
5.0886828142123095,0.9849965542467785,8.812418796727387,-2.1616085148486026,1.1254142596546353,0.0001309276203587018,0.022163910018958517
5.078201249355785,0.9410291228389533,8.814459968709118,-2.1626291008394682,1.1254142596546353,0.00013856547177146374,0.02217154787037128
5.066470675084958,0.8918920429969562,8.816674751467806,-2.163736492218812,1.1254142596546353,0.0001477308934667781,0.022180713292066594
5.056434198400297,0.8499129843790804,8.818507903347037,-2.1646530681584273,1.1254142596546353,0.00015604706538834795,0.022189029463988163
5.04709009776037,0.8108802672828698,8.820164217883539,-2.1654812254266784,1.1254142596546353,0.00016422713384358213,0.022197209532443397
5.03655276391461,0.7669144425039733,8.821980707279396,-2.166389470124607,1.1254142596546353,0.00017404321598986537,0.02220702561458968
5.024759645676454,0.7177736184723382,8.823949058358409,-2.1673736456641133,1.1254142596546353,0.00018582251456540077,0.022218804913165215
5.014710952491719,0.6759569674369704,8.825570936654834,-2.1681845848123262,1.1254142596546353,0.00019648202344218268,0.022229464422041996
5.005385355077862,0.6371927360288774,8.827032778407498,-2.168915505688658,1.1254142596546353,0.00020695691901967303,0.022239939317619487
4.994899301573122,0.5936461249036864,8.828635175513732,-2.1697167042417744,1.1254142596546353,0.00021952679371265696,0.02225250919231247
4.9832015156893155,0.5451202963496203,8.830369860532569,-2.1705840467511934,1.1254142596546353,0.00023461064334424212,0.022267593041944058
4.973233193795536,0.5038150190542457,8.831801850252825,-2.1713000416113215,1.1254142596546353,0.000248304965081837,0.02228128736368165
4.9621042378023335,0.45774318834397804,8.833357856990284,-2.172078044980051,1.1254142596546353,0.0002647381511669457,0.02229772054976676
4.94979055875606,0.4068168907352068,8.835029438413965,-2.1729138356918916,1.1254142596546353,0.00028445797446907683,0.022317440373068893
4.9396444860911295,0.36489721065943087,8.836364827830016,-2.1735815303999164,1.1254142596546353,0.0003018721589232534,0.022334854557523067
4.930374118895348,0.32662389825768046,8.83755667144864,-2.174177452209229,1.1254142596546353,0.0003188637731090225,0.022351846171708836
4.920049833916251,0.2840282855362252,8.83885514425371,-2.174826688611764,1.1254142596546353,0.00033925371013194324,0.022372236108731756
4.908670942514467,0.23711518538606371,8.840252678796736,-2.175525455883277,1.1254142596546353,0.00036372163455944883,0.022396704033159263
4.898996008039222,0.19725912331914272,8.841409002962672,-2.1761036179662456,1.1254142596546353,0.00038617665514074266,0.022419159053740558
4.888354244470882,0.15344394524092883,8.842657126767532,-2.176727679868675,1.1254142596546353,0.0004131226798382923,0.022446105078438108
4.876789748148969,0.10585856530888361,8.84398452141192,-2.1773913771908697,1.1254142596546353,0.00044545790947535263,0.02247844030807517
4.867182928828799,0.06635002120494511,8.84506578823518,-2.1779320106024995,1.1254142596546353,0.00047479033351668345,0.022507772732116498
4.861720650709921,0.04389346353890958,8.845673233425703,-2.1782357331977606,1.1254142596546353,0.0004923897879414782,0.02252537218654129
4.860110660156278,0.03727349838011102,8.845853236369928,-2.178325734669873,1.1254142596546353,0.0004976696242689155,0.02253065202286873
4.859154679807772,0.03334079567378691,8.845962017682231,-2.1783801253260244,1.1254142596546353,0.0005008375260653794,0.022533819924665195
4.858869515995374,0.0321653880733119,8.845996770033116,-2.1783975015014665,1.1254142596546353,0.0005017878966043182,0.02253477029520413
4.85869910358962,0.03146022796422947,8.846020280519179,-2.1784092567444984,1.1254142596546353,0.0005023581189276799,0.022535340517527494
4.858707835161296,0.031250510371317215,8.846264924398795,-2.1785315786843067,1.1254142596546353,0.0005025291856246888,0.022535511584224503
4.858645883547985,0.030996375371891705,8.846271252944977,-2.178534742957398,1.1254142596546353,0.0005027344656611011,0.022535716864260917
4.858572749664004,0.030695264555120078,8.846279828225827,-2.1785390305978223,1.1254142596546353,0.0005029808017047941,0.02253596320030461
4.858484643566279,0.030332428354840103,8.846290240035206,-2.1785442365025114,1.1254142596546353,0.0005032764049572275,0.02253625880355704
4.858378551655215,0.029895697196272122,8.846302603549518,-2.1785504182596673,1.1254142596546353,0.0005036311288601458,0.02253661352745996
4.858251557742039,0.02937288924415536,8.846317435848931,-2.178557834409375,1.1254142596546353,0.0005040567975436449,0.02253703919614346
4.858099110043028,0.02874530022223282,8.84633523407481,-2.1785667335223136,1.1254142596546353,0.0005045675999638438,0.02253754999856366
4.857916204675203,0.027992705641207333,8.846356207184536,-2.178577220077177,1.1254142596546353,0.0005051805628680884,0.022538162961467902
4.857697504061618,0.027092830805741982,8.84638127956566,-2.178589756267739,1.1254142596546353,0.0005059161183531769,0.022538898516952992
4.857435834135318,0.026016225800778968,8.846411204865419,-2.1786047189176188,1.1254142596546353,0.0005067987849352844,0.0225397811835351
4.857122980464103,0.02472900116656275,8.846447014814778,-2.1786226238922985,1.1254142596546353,0.0005078579848338179,0.02254084038343363
4.856749262222937,0.023191363688688058,8.84648977932799,-2.1786440061489043,1.1254142596546353,0.0005091290247120522,0.02254211142331187
4.8563026041317325,0.021353609036965343,8.846540901614892,-2.1786695672923555,1.1254142596546353,0.0005106542725659348,0.02254363667116575
4.855769390638428,0.019159905347079845,8.846601751331558,-2.1786999921506887,1.1254142596546353,0.0005124845699905939,0.02254546696859041
4.8551337550616145,0.01654471298892054,8.846674401382467,-2.178736317176142,1.1254142596546353,0.0005146809269001894,0.022547663325500004
4.854376682646686,0.013430101492143227,8.84676072321953,-2.178779478094674,1.1254142596546353,0.0005173165551917031,0.022550298953791518
4.853476489629969,0.00972672040938388,8.846863332235424,-2.178830782602621,1.1254142596546353,0.0005204793091415167,0.02255346170774133
4.8524078446369225,0.005330656253710372,8.846984816418912,-2.178891524694365,1.1254142596546353,0.0005242746138812937,0.022557257012481107
4.851142085260634,0.00012389867218369347,8.847128536495282,-2.17896338473255,1.1254142596546353,0.0005288289795690254,0.02256181137816884
4.849646289306708,-0.006028442526227454,8.84729769387799,-2.1790479634239044,1.1254142596546353,0.0005342942183943018,0.022567276616994116
4.847884287100026,-0.013275360905757065,8.847496603430793,-2.1791474182003054,1.1254142596546353,0.0005408525049846359,0.02257383490358445
4.8458156362764715,-0.02178265532827002,8.847729294559084,-2.1792637637644514,1.1254142596546353,0.0005487224488930366,0.02258170484749285
4.8433967538424545,-0.031729334270085015,8.848000443764832,-2.1793993383673254,1.1254142596546353,0.0005581663815831169,0.02259114878018293
4.840581556289244,-0.04330448692485299,8.848314806206758,-2.1795565195882887,1.1254142596546353,0.0005694991008112095,0.022602481499411024
4.837322423962615,-0.05670319781326783,8.848676987788656,-2.1797376103792367,1.1254142596546353,0.0005830983638849259,0.02261608076248474
4.83357178124229,-0.07211970762486809,8.849090926718954,-2.179944579844386,1.1254142596546353,0.0005994174795733839,0.0226323998781732
4.829285933627359,-0.08973349765404152,8.849561326288406,-2.1801797796291114,1.1254142596546353,0.0006190004183995314,0.022651982816999348
4.824425423517934,-0.10970414969943808,8.850089937896106,-2.180444085432962,1.1254142596546353,0.0006424999449909105,0.022675482343590726
4.81896193843618,-0.13214767783384518,8.850679525703494,-2.1807388793366567,1.1254142596546353,0.0006706993769005686,0.022703681775500383
4.812879189334728,-0.15712789292140608,8.851328744385249,-2.1810634886775335,1.1254142596546353,0.0007045386951921545,0.02273752109379197
4.806180643182483,-0.1846296480733344,8.852036314928196,-2.1814172739490063,1.1254142596546353,0.0007451458771420606,0.022778128275741875
4.798890437671291,-0.2145503604341714,8.852796205244267,-2.1817972191070423,1.1254142596546353,0.0007938744954819419,0.022826856894081756
4.79104883672255,-0.24672426960810767,8.853603710623238,-2.182200971796528,1.1254142596546353,0.0008523488374898024,0.02288533123608962
4.78273345387355,-0.28082948560285786,8.854447395221985,-2.182622814095902,1.1254142596546353,0.000922518047899235,0.02295550044649905
4.774062223767817,-0.31638450363298454,8.855317492829183,-2.1830578628995,1.1254142596546353,0.0010067211003905571,0.02303970349899037
4.76517071388376,-0.3528319689778027,8.856198918637771,-2.1834985758037946,1.1254142596546353,0.0011077647633801401,0.023140747161979953
4.756119115561959,-0.3899277623060411,8.857088318678809,-2.1839432758243134,1.1254142596546353,0.0012290171589676403,0.023261999557567456
4.747120238865509,-0.42680030799310104,8.857965357580069,-2.1843817952749434,1.1254142596546353,0.0013745200336726419,0.023407502432272458
4.738321251650974,-0.46285264183499586,8.858821742563821,-2.1848099877668195,1.1254142596546353,0.0015491234833186417,0.023582105881918457
4.729792351465709,-0.4977993269152123,8.859652826902979,-2.1852255299363983,1.1254142596546353,0.0017586476228938438,0.02379163002149366
4.721793209114293,-0.5305851202152904,8.860442050797392,-2.1856201418836045,1.1254142596546353,0.002010076590384081,0.024043058988983897
4.714522693237264,-0.5604048774458961,8.861179744519879,-2.1859889887448487,1.1254142596546353,0.0023117913513723723,0.02434477374997219
4.70768747311376,-0.5884532917262971,8.861887278306263,-2.1863427556380404,1.1254142596546353,0.002673849064558316,0.024706831463158132
4.701060106343383,-0.615651122517786,8.86257564201625,-2.1866869374930338,1.1254142596546353,0.0031083183203814515,0.025141300718981265
4.696548071672491,-0.6341923958163159,8.86306877663121,-2.186933504800514,1.1254142596546353,0.0035012405263166687,0.025534222924916482
4.691825146838777,-0.6535987047471388,8.863583386227177,-2.187190809598497,1.1254142596546353,0.003972747173438933,0.026005729572038748
4.6872906515571415,-0.6722503364454784,8.864097036798974,-2.187447634884396,1.1254142596546353,0.004538555149985652,0.026571537548585468
4.682697019498658,-0.6911669588334581,8.86463913095302,-2.1877186819614183,1.1254142596546353,0.005217524721841712,0.027250507120441525
4.678831591403758,-0.7070911890799743,8.865101648819932,-2.1879499408948746,1.1254142596546353,0.005843492652942483,0.027876475051542296
4.675478499447585,-0.7209360008350305,8.865534092750297,-2.1881661628600577,1.1254142596546353,0.00646147233345886,0.028494454732058673
4.6718681764955585,-0.7358536526319244,8.866010452739088,-2.188404342854453,1.1254142596546353,0.007203047950078517,0.029236030348678332
4.667807434550116,-0.7526443706565621,8.866558202981954,-2.188678217975886,1.1254142596546353,0.0080929386900221,0.030125921088621915
4.6633928791727985,-0.7709190363951777,8.867174647211302,-2.18898644009056,1.1254142596546353,0.009160807577954405,0.03119378997655422
4.659184144584366,-0.7884025214181121,8.867823193880504,-2.1893107134251615,1.1254142596546353,0.010442250243473165,0.03247523264207298
4.654848243335908,-0.8063303321847971,8.868407399653359,-2.1896028163115884,1.1254142596546353,0.011580621470931914,0.03361360386953173
4.650311675859523,-0.825042987592917,8.868973785155939,-2.189886009062879,1.1254142596546353,0.01271929859250452,0.034752280991104334
4.646425560006668,-0.8411699194172325,8.869556253568836,-2.190177243269327,1.1254142596546353,0.014085711138391655,0.03611869353699147
4.641489665894868,-0.8615924892215785,8.87023524692598,-2.1905167399478986,1.1254142596546353,0.015725406193456214,0.037758388592056026
4.636124935907934,-0.8838134968923659,8.870997334649031,-2.1908977838094246,1.1254142596546353,0.017693040259533676,0.03972602265813349
4.631227708834984,-0.9042001974300908,8.871795126894954,-2.1912966799323854,1.1254142596546353,0.02005420113882665,0.042087183537426465
4.625289150039629,-0.9286999438424463,8.872540638125892,-2.1916694355478556,1.1254142596546353,0.022036211166761275,0.04406919356536109
4.622259219441173,-0.9413668572194351,8.873087829109057,-2.191943031039438,1.1254142596546353,0.02390925847904743,0.04594224087764724
4.615718600425176,-0.9683300700173839,8.873888565843016,-2.192343399406417,1.1254142596546353,0.026156915253790807,0.04818989765239062
4.610738175020967,-0.9890174190761211,8.87465421328492,-2.192726223127369,1.1254142596546353,0.028854103383482863,0.050887085782082675
4.601752802289087,-1.0260203136550725,8.87571561693635,-2.1932569249530847,1.1254142596546353,0.03209072913911332,0.05412371153771314
4.596855756828424,-1.046474321777663,8.876581443216288,-2.193689838093053,1.1254142596546353,0.03575068040826213,0.057783662806861945
4.587918488804702,-1.0833516507606495,8.877709700104388,-2.194253966537103,1.1254142596546353,0.03985824323388943,0.06189122563248925
4.579371531397675,-1.1186090343298976,8.878779254045527,-2.1947887435076727,1.1254142596546353,0.0441328697892088,0.06616585218780861
4.57010641545602,-1.1567078483985218,8.87981760434753,-2.1953079186586737,1.1254142596546353,0.048217270885322454,0.07025025328392227
4.562186713879201,-1.1892893657014474,8.880720315343178,-2.195759274156498,1.1254142596546353,0.052247745930577266,0.07428072832917708
4.556005181876938,-1.2148154852505504,8.881520306883234,-2.1961592699265258,1.1254142596546353,0.05629709779912984,0.07833008019772966
4.548439842238599,-1.2459015460473042,8.88234500912663,-2.196571621048224,1.1254142596546353,0.060390666239707486,0.0824236486383073
4.5433479855623204,-1.266981829365014,8.883057865739223,-2.196928049354521,1.1254142596546353,0.06460009649877026,0.08663307889737007
4.535040537575289,-1.3009838566744865,8.883830101100571,-2.197314167035194,1.1254142596546353,0.06888285254838182,0.09091583494698163
4.530580721322266,-1.319401810176381,8.884408789590378,-2.197603511280098,1.1254142596546353,0.07319820323108614,0.09523118562968595
4.523173525469339,-1.3496983219351792,8.885076517937463,-2.1979373754536407,1.1254142596546353,0.07756183188636896,0.09959481428496877
4.516901297614941,-1.3753340514628543,8.885623336047551,-2.1982107845086847,1.1254142596546353,0.08206901885752131,0.10410200125612112
4.510476372324934,-1.4016237142376056,8.886213297662268,-2.1985057653160434,1.1254142596546353,0.0867194862782237,0.10875246867682353
4.502932981686466,-1.43237960746551,8.886795628336301,-2.19879693065306,1.1254142596546353,0.0915955934054337,0.11362857580403352
4.49639527488518,-1.459103385866637,8.887368579532287,-2.1990834062510527,1.1254142596546353,0.09658378474615864,0.11861676714475847
4.489097200945091,-1.4888495125253276,8.887922410430622,-2.1993603217002202,1.1254142596546353,0.10158306899239314,0.12361605139099295
4.483379299798985,-1.512234465990562,8.888435759311431,-2.1996169961406244,1.1254142596546353,0.10671537290401918,0.128748355302619
4.477839837469708,-1.5348567648586295,8.88890020886239,-2.1998492209161045,1.1254142596546353,0.11198081013586167,0.1340137925344615
4.46904713194526,-1.570641576508824,8.889514198414792,-2.2001562156923047,1.1254142596546353,0.11732814257151206,0.13936112497011188
4.465676942521888,-1.5844396525532245,8.889831516765707,-2.2003148748677623,1.1254142596546353,0.1223098140140524,0.1443427964126522
4.458956070997913,-1.6117765652852334,8.890284943401815,-2.2005415881858164,1.1254142596546353,0.12708926245552557,0.14912224485412537
4.457697363597572,-1.6169738605460586,8.890447409061277,-2.200622821015548,1.1254142596546353,0.1309128212087041,0.15294580360730392
4.454352610083875,-1.6305632769550287,8.890657811415457,-2.2007280221926373,1.1254142596546353,0.13411988816997264,0.15615287056857247
4.4495087108759686,-1.6501347966453062,8.890853734274112,-2.200825983621965,1.1254142596546353,0.13672479282649475,0.15875777522509454
4.4476673695101985,-1.657615825806647,8.89096939797237,-2.2008838154710944,1.1254142596546353,0.13899733749512308,0.16103031989372288
4.442739203872477,-1.6775267178314541,8.891167627446292,-2.2009829302080552,1.1254142596546353,0.1417243910974771,0.16375737349607689
4.443861761956714,-1.673107690056333,8.891238832008119,-2.201018532488969,1.1254142596546353,0.14499685542030188,0.16702983781890168
4.4375844240881,-1.6984465623072467,8.891468352784576,-2.201133292877197,1.1254142596546353,0.14765635453834175,0.16968933693694158
4.438755889757725,-1.693797831959411,8.89150548511524,-2.2011518590425294,1.1254142596546353,0.15001941146027362,0.17205239385887341
4.433392238459619,-1.7154546455029467,8.891707693466351,-2.201252963218085,1.1254142596546353,0.15285507976659185,0.17488806216519165
4.433308649056223,-1.7158853240602838,8.89180401441011,-2.2013011236899636,1.1254142596546353,0.1562578817341737,0.1782908641327735
4.430020760790897,-1.729177833185457,8.891944970473975,-2.2013716017218963,1.1254142596546353,0.15899608979359425,0.18102907219219405
4.427676213511503,-1.73867346101983,8.892062409190771,-2.2014303210802946,1.1254142596546353,0.16137686358935657,0.18340984598795637
4.427410918432799,-1.7397886574163712,8.8921164252725,-2.2014573291211588,1.1254142596546353,0.1634281071113921,0.1854610895099919
